Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
Месяц назад,Краснообск,5,Не указано,"Новый, неактивированный.",Ожидание десять дней +цена.,"В целом, доволен.
Боялся что привезут б/у.",0,0,Digital Planet
Месяц назад,Тула,5,Не указано,"оригинал, не битый, не б/у.",не обнаружил.,Не указано,0,0,MyPhones
Месяц назад,Белгород,5,Не указано,Не указано,Не указано,Оригинал. Не активированный. Покупкой доволен.,0,0,AppleSurf
2 месяца назад,Смоленск,5,менее месяца,"Оригинальный товар, спокойно села и проверила дома, доставка в срок, хорошая упаковка. Телефон пришел неактивированный и с пломбами. Покупкой довольна ,советую",На данный момент не обнаружено,"Все супер, советую",0,0,AM-TEX
3 недели назад,Калуга,5,Не указано,Скорость,Нет,"Айфон, он и в Африке Айфон",0,0,ID Store
Месяц назад,Оренбург,5,Не указано,Пришел отлично упакован. Оригинал.,Пока что не выявлено.,Не указано,0,0,2Store
2 недели назад,Химки,5,Не указано,Не указано,Не указано,работает,0,0,iSpot
3 недели назад,Москва,5,Не указано,"Все хорошо, исправно работает.",Нет,Не указано,0,0,Prosto-Technika
3 недели назад,Москва,5,несколько месяцев,Это Айфон!🤪,Их нет !,Рекомендую!,0,0,омега шоп
3 недели назад,Санкт-Петербург,5,Не указано,"Оригинал, все ок. Пробивается Индия.",Не указано,Не указано,0,0,Prosto-Technika
Месяц назад,Москва,5,Не указано,Что не говорите а айфон есть айфон,Нет,Отличный,0,0,ID Store
Месяц назад,Москва,5,менее месяца,во время доставки ппривезли.,зарядное устройство. нету ⛔,рекомендую можете покупать. хорошо 👍.,0,0,TECHNOTON
Месяц назад,Омск,5,менее месяца,Все замечательно! Оригинал👍🏼,Все замечательно,"Все пришло целое, чутка замятая коробка, а так все замечательно 🙃",0,0,Digital Planet
3 месяца назад,Балашиха,5,менее месяца,"Телефон просто супер!!!оригинал без сомнения, шикарный фотоаппарат, крепкий корпус, очень красивый и яркий, долго держит батарею , 256 самая нормальная память, без проблем загружаются приложения, рекомендую!",Никаких недостатков не выявлено,Не указано,0,0,MeStore
Месяц назад,Москва,5,менее месяца,Не указано,Не указано,"Доволен товаром , что я могу сказать , ну айфон 14 ))",0,0,1Store.
2 месяца назад,Сочи,5,менее месяца,Оригинал .,Не указано,"Пришел вовремя , упакован хорошо , везде пломбы , коробка чистая не мятая . Телефон оригинальный - все работает отлично , пользуюсь 4 дня .",0,0,S.Store
Месяц назад,Ростов-на-Дону,5,Не указано,"Оригинальный айфон, качество на высоте",не обнаружила,Не указано,0,0,1Store.
Месяц назад,Полевской,5,Не указано,Не указано,Не указано,Что заказывал то и пришло. Всем доволен,0,0,Prosto-Technika
3 недели назад,Воскресенск,5,Не указано,Оригинал:),Недостатков не нашел,Не указано,0,0,ТехноПространство
4 месяца назад,Ростов-на-Дону,5,менее месяца,"Apple качество. После переезда с Xr - экран пушка бомба. Динамики вроде поживее, FaceID наконец научился в 360 градусов работать","Apple качество. Принципиально со времен Xr ничего не поменялось, кроме камеры и мелких фишек. В iOs те же самые баги (думал они из-за древности Xr, не тут-то было)","Собственно, что ожидал - то и получил",0,0,СкринШот
3 недели назад,Москва,5,Не указано,Отличный смартфон!,Пока не выявлено,Не указано,0,0,From-Amazon
Месяц назад,Екатеринбург,5,менее месяца,Отличный телефон. Ребенок доволен.,Не нашли недостатков в эксплуатации,Не указано,0,0,608:Store
Месяц назад,Ульяновск,5,Не указано,"оригинальный айфон, проверил по серийнику и IMEI",пока не обнаружил,буду по мере пользования устройством обновлять отзыв,0,0,S.Store
Месяц назад,Люберцы,5,Не указано,Айфон как айфон. После 11 ощутимая разница,Не обнаружил.,Хороший телефон. И цена адекватная.,0,0,Wave Technology
Месяц назад,Санкт-Петербург,5,менее месяца,"Быстрый, легкий. Качество фото как всегда на высоте. Оригинал",Пока не заметила,Не указано,0,0,Apple Mall
2 недели назад,Екатеринбург,5,Не указано,Все летает,Не указано,Не указано,0,0,Неизвестно
Месяц назад,Новоивановское,5,менее месяца,"телефон был в подарок дочери, она счастлива,значит недостатков в нем нет!",нет. все работает,спасибо за оперативную доставку,0,0,Digital Planet
3 недели назад,Санкт-Петербург,5,Не указано,Отличный телефон,Не указано,Не указано,0,0,608:Store
2 месяца назад,Санкт-Петербург,5,менее месяца,"Хороший телефон, после 11 как космос",Не обнаружено (пока что),"Айфон 14 и этим все сказано. Красивый, элегантный, очень приятный цвет. Не активирован, хорошо упакован, доставили быстро. Спасибо!",0,0,Apple Mall
Месяц назад,Ягодное,5,менее месяца,Рекомендую продавца,Нет. Все хорошо,"Хороший телефон , цена еще лучше !)",0,0,Digital Planet
3 недели назад,Тверь,5,Не указано,Не указано,Не указано,"телефон норм,вроде оригинал)",0,0,AppleSurf
Месяц назад,Сочи,5,менее месяца,"Всё хорошо,телефон как телефон",Не указано,"Переживали что прийдет какая нибудь хрень. Но нет. Всё хорошо, продавцу можно доверять.",0,0,eVd-Tehnic
Месяц назад,Санкт-Петербург,5,менее месяца,"очень красивый😋🩷
цвет , дисплей , панель топпп",нет никаких недостатков,Не указано,0,0,Sibdroid
2 месяца назад,Новокузнецк,5,менее месяца,Очень хороший смартфон! Продавец не обманывает! Советую!,Нет,"Пользуюсь 14 IPhone почти месяц, недостатков нет! АКБ 100% Работает быстро и без «глюков». Однозначно советую этого продавца!",0,0,ID Store
2 недели назад,Санкт-Петербург,5,Не указано,Яблочный,Не указано,Не указано,0,0,iGarden
3 недели назад,Таганрог,5,Не указано,оригинал,пока нет,Не указано,0,0,emobile66
3 месяца назад,Санкт-Петербург,5,менее месяца,"Отличный смартфон, оригинальный, удобный в использований, легенький, ничего лишнего. А еще очень красивый",Не выявлено,"Оригинал, серийник пробивается. Выбираю айфон, так как по опыту использования хватает надолго. Этот очень нравится, вещь конечно дорогая, но стоит своих денег.",0,0,Big-Apple
3 недели назад,Краснодар,5,менее месяца,хорошая камера,нет,отличный,0,0,5G Store
2 месяца назад,Саратов,5,Не указано,"Закрытая операционная система, камера огонь, дисплей",Емкость батареи бы по больше,"В целом отличный телефон, проблем с активацией не возникло",0,0,WISHMASTER
Месяц назад,Новороссийск,5,несколько месяцев,Как всегда всё прекрасно,"Нет, нет и не может быть","Отличный телефон, в принципе по другому и быть не может",0,0,Неизвестно
2 месяца назад,Красноярск,5,несколько месяцев,Замечательный телефон,Нет,"Очень боялась что придет не оригинальный , но все обошлось. Батарею держит хорошо ) спасибо за такой товар )",0,0,МегаФон - Официальный магазин
Месяц назад,Воронеж,5,Не указано,"Отличный телефон, все работает",Пока не выявили,Не указано,0,0,Apple Gallery
3 месяца назад,Воронеж,5,менее месяца,"оригинал , не активирован, все проверки прошел идеально",без недостатков,"приятная цена , быстрая отправка и доставка, сам смартфон оригинальный , не активированный , не вскрытый, по всем проверкам пробежались , всё отлично , смело рекомендую продавца",1,0,DEVICE102
Месяц назад,Искитим,5,Не указано,"всё отлично, очень довольны,новый",нет,спасибо 🥰,0,0,Prosto-Technika
3 месяца назад,Новоминская,5,менее месяца,"Все отлично ,телефон с заводскими пломбами, не вскрыт до меня ни кем, активирован только мной,серийный номер проверила-оригинал, никаких дефектов,упакован очень качественно-в пупырку и еще одну коробку.поступил точно в срок, довольна 100%",Не указано,Не указано,1,0,Prosto-Technika
3 месяца назад,Москва,5,менее месяца,"Легкий,обновился,хорошая камера","Не понравилось что корпус не закругленный,а как у четвертого айфона квадратный)но это лично мое неудобство)","Все работает,батарея конечно не фонтан,надеялась что будет дольше держать чем в 11)",0,0,WISHMASTER
Месяц назад,Москва,5,Не указано,"Оригинал, Ростест, аккумулятор нормальный",Не нашел)))),"Рекомендую, хороший телефон",0,0,Неизвестно
3 недели назад,Нижний Новгород,5,Не указано,работает хорошо,нет,Не указано,0,0,xgadget
3 недели назад,Орудьево,5,Не указано,айфон оригинал. все супер,нет,Не указано,0,0,ManyPhone
2 месяца назад,Хотьково,5,Не указано,"все хорошо, айфон как айфон, оригинальный","упакован только в пупырку, все же дорогой товар, можно было придумать что то понадежнее, зная как работают сборщики на складах и доставщики...",Не указано,0,0,Hi Store
2 месяца назад,Уфа,5,Не указано,Это просто новый айфон.,Дорогой зараза,"Думал что реф засунут. Но нет реально нулевый и без косяков , полет 4 месяца , все норм",0,0,ge store
Месяц назад,Новороссийск,5,Не указано,Айфон как айфон) продавца рекомендую!!!,Нет,Не указано,0,0,С.Маркет
Месяц назад,Люберцы,5,Не указано,оправдал все ожидания,нет,телефон супер,1,0,5G Store
Месяц назад,Берёзовский,5,Не указано,Очень хорошо работает,Нет не какой недостаток,Не указано,0,0,Prosto-Technika
2 месяца назад,Санкт-Петербург,5,менее месяца,"Быстро работает,хорошая камера,отличный телефон","санкции(( невозможность оплаты с nfc, скачивания со сторонних источников и подобное,но это не проблема магазина",все супер все по красоте!!,0,0,Electrino
2 месяца назад,Афипский,5,менее месяца,"Хорошо упакован, пришёл в срок.","Почему-то на айфон 14 нет поддержки eSim, и нельзя добавить второй фейсайди… но это проблемы у многих именно с 14 айфоном",Покупкой остались довольны,1,0,Trust - Market
Месяц назад,Москва,5,менее месяца,Достоинства айфона!)),Маловат экран)),"Классный телефон! Красный взяла из-за цены, но не прогадала. Он прекрасно смотрится!",0,0,You:store
Месяц назад,Балашиха,5,Не указано,Все отлично,Нет,Отличный телефон,0,0,MOBILE-ROOMS
2 месяца назад,Москва,5,более года,"+Красивый
+Отличная камера
Выбирала между 13 и 14, выбрала 14 и не пожалела!",Не указано,"Пользуюсь год, все хорошо, продавец порадовал оперативной доставкой)",0,0,MOBILE-ROOMS
Месяц назад,Электросталь,5,несколько месяцев,"Хороший,оригинальный",Пока не обнаружила,"Крутой,оригинальность проверена по серийному номеру 👍🏼",0,0,AppleJack
Месяц назад,Набережные Челны,5,менее месяца,"Айфон, есть Айфон)","Нет, все устраивает)","Пришёл хорошо упакованный, оригинал. Я в восторге) Спасибо продавцу)",0,0,Prosto-Technika
Месяц назад,Ставрополь,5,Не указано,Все супер,Нету,Все супер телефон в идеале,0,0,Dicentre
Месяц назад,Москва,5,Не указано,"iPhone, что еще сказать.",Не указано,Продавец не подвел. Рекомендую.,0,0,S.Store
2 месяца назад,Первоуральск,5,менее месяца,цена хорошая,не нашли,"брала на подарок мужу, настроил очень быстро , все работает отлично, оригинал, упакован был отлично, привезли домой, спасибо",0,0,LeaderStore
Месяц назад,Адыгейск,5,Не указано,"хороший смартфон, все работает",не pro),"рекомендую товар, оригинал",0,0,Prosto-Technika
Месяц назад,Новомичуринск,5,несколько месяцев,"Скорость работы, отклика как всегда на высоте.",Некоторые функции не доступны у нас,Не указано,0,0,V Stor
Месяц назад,Санкт-Петербург,5,менее месяца,"Отличный телефон! На гарантии, ни сколов, ни царапин, все как надо!",Не указано,Не указано,0,0,Apple Mall
3 месяца назад,Санкт-Петербург,5,менее месяца,"Достоинства для любителей iOS, думаю, очевидны",Недостатков нет,"Пришёл вовремя, упаковка и коробочка целые, оригинал, все проверила по серийному номеру, до меня активирован не был, фото нет, т.к пишу уже с него",0,0,NevaТехно
3 месяца назад,Немчиновка,5,менее месяца,"Быстрее чем прошлый телефон (Xr), легкий, качество камеры",В целом не обнаружила.,"Пользуюсь меньше месяца, но недостатков пока не обнаружила. Единственное, не сразу заработала сим-карта, но возможно дело в самой сим-карте. Покупкой довольна, работает отлично, продавец доставил вовремя.",0,0,Class Line
Месяц назад,Балашиха,5,Не указано,Отличный телефон. Магазину спасибо 🙏,"Недостатков нет,все 👍🏻","Советую магазин,не подделка",0,0,V Stor
3 недели назад,Санкт-Петербург,5,Не указано,Эппыл,Эппыл)),ЙФон,0,0,WISHMASTER
Месяц назад,Москва,5,несколько месяцев,Не указано,Не указано,Все хорошо) взяла как рабочий в офис. Легкий красивый цвет,0,0,video-shoper
2 месяца назад,Ревда,5,Не указано,Не указано,Не указано,"покупали ребёнку на подарок. ребёнок счастлив.
все функции работают как надо. пломбы были все на месте. аппарат новый. доставка даже на пару дней раньше.",0,0,Digital Planet
2 месяца назад,Дзержинский,5,менее месяца,"отличное качество сборки, качественный звук, хорошая камера, приятный на ощупь","высокая цена, нет блока ЗУ в комплекте , специфический разъём питания",Не указано,0,0,MOBILE-ROOMS
Месяц назад,Сергач,5,менее месяца,Все супер думала расстроюсь в цвете оказалось цвет ярче чем на картинке,Нет,Космический телефон очень понравился,0,0,24TopShop
2 месяца назад,Пермь,5,Не указано,"Брал жене , любительнице покусоного яблока. Есть кое какие танцы с бубнами в новых реалиях , но ей нравится.",Цена !!! И этим всё сказано .,"Судить строго не могу , сам не пользуюсь .",0,0,ID Store
Месяц назад,Москва,5,менее месяца,"Все отлично, работает как швейцарские часы","Нет, все как должно быть",Не указано,0,0,MOBILE-ROOMS
Месяц назад,Москва,5,Не указано,Супер новый без дефектов 👍,Не указано,Не указано,2,0,ManyPhone
Месяц назад,Екатеринбург,5,Не указано,"Отличный телефон, хороший магазин",-,Не указано,0,0,WISHMASTER
3 недели назад,Москва,5,Не указано,Отличный телефон,Нет,Не указано,0,0,MOBILE-ROOMS
Месяц назад,Калуга,5,менее месяца,"Это iPhone , этим все сказано","Нет, оригинал, доставлен вовремя",Не указано,0,0,iSales
Месяц назад,Малоярославец,5,Не указано,"Все понравилось, хороший телефон. Оригинал.",Нет,Не указано,0,0,Prosto-Technika
Месяц назад,Краснодар,5,Не указано,Не указано,Нет,"Хороший телефон, пользуюсь месяц все отлично.",0,0,ID Store
3 недели назад,Москва,5,Не указано,"Герлфренд рада, все окей",Не указано,Не указано,0,0,mobeus.market
2 месяца назад,Краснодар,5,менее месяца,Оригинальный iPhone 14. Версия для Гонки -Конга. Пришел на iOS 16.3,Отсутствуют.,Отлично работает. 100% батарея. Не был активирован.,0,0,Digital Planet
2 месяца назад,Геленджик,5,менее месяца,"работает все хорошо, в хорошем состоянии.","пока не обнаружили, будем смотреть как себя поведёт.","спасибо большое, что была возможность выбрать по цене.",0,0,Prosto-Technika
Месяц назад,Старая Купавна,5,Не указано,лучше прежнего. быстр. нов. реактивен. дизайн супер,Не указано,Не указано,0,0,ТехноПространство
Месяц назад,Сочи,5,менее месяца,"Красивый цвет, оригинальный. Батарею держит больше суток, при активной работе",Не обнаружила,Рекомендую продавца,0,0,Apple Mall
Месяц назад,Ростов-на-Дону,5,Не указано,"Все отлично, новый, целый, все работает",Нет,Не указано,0,0,ProApple
Месяц назад,Ростов-на-Дону,5,Не указано,"хорошая камера, звук отличный",Не указано,Не указано,0,0,Digital Planet
3 месяца назад,Москва,5,менее месяца,Оригинал. Отсюда качество и т.д.,У iPhone только один явный недостаток - цена,"Брал в долгожданный подарок. Качеством доволен, легко пробил на оригинальность. Поэтому цена устроила, с учетом объема памяти.",0,0,MeStore
Месяц назад,Егорьевск,5,менее месяца,"Хороший, телефон мужу понравился","Недостатка нет, всё в порядке",Не указано,0,0,iSales
Месяц назад,Новосибирск,5,Не указано,Не указано,Не указано,"Все отлично, приехало в срок, коробка и телефон без дефектов, рекомендую!",0,0,Digital Planet
Месяц назад,Новороссийск,5,Не указано,"Целая коробка, с пломбами, все отлично
Телефон оригинал, неактивированный",Нет,Не указано,0,0,S.Store
Месяц назад,Нижний Новгород,5,Не указано,"Хорошо держит заряд
Не тяжелый",Нет ничего такого чтобы не понравилось,Не указано,0,0,Apple Mall
Месяц назад,Коммунарка,5,менее месяца,Отличный телефон,Нет,Купил для дочки на 15летие. Она счастлива.,0,0,MOBILE-ROOMS
2 месяца назад,Санкт-Петербург,5,несколько месяцев,"Хороший телефон, только положительные эмоции пришел целый в упаковке",Пока ничего не обнаружено,Пользуюсь месяц все отлично,0,0,Geek Planet
3 недели назад,Новосаратовка,5,Не указано,Все как заявлено,Нет,Не указано,0,0,AppleSurf
3 недели назад,Витязево,5,Не указано,Не указано,Не указано,Советую 👌,0,1,ManyPhone
3 недели назад,Выкса,5,Не указано,все оригинальное!,нет,Не указано,0,0,Prosto-Technika
Месяц назад,Самара,5,Не указано,"Оригинал, по коду пробивается) Был в комплекте провод для зарядки",Не указано,Не указано,0,0,iBox.Store
Месяц назад,Подольск,5,Не указано,оригинал,нет,рекомендую,0,0,ManyPhone
2 месяца назад,Самара,5,менее месяца,"Все отлично. Пришло в целости, хорошо упаковано. Абсолютно новый телефон в заводской упаковке. Нареканий нет. Работает отлично.",Нет,Ну это айфон. Что тут добавить.,0,0,Progadget.krd
4 месяца назад,Москва,5,несколько месяцев,"Суперский телефон
Звук, камера, динамик",Нет никаких недостатков,"В телефоне меня все устраивает,
доставили немного с опозданием, но все же доставили и слава богу, т.к. до этого 2 раза заказывала сначала 13 потом 14 и доставку сначала переносили каждый день, а потом и вовсе и отменяли заказ",0,0,TECHNOTON
Месяц назад,Саратов,5,несколько месяцев,Отличный телефон,"Прилично подешевел, спустя 3 месяца после покупки",Не указано,0,0,Лавка Макса Верника
3 недели назад,Колпино,5,Не указано,Это Apple,их нет,Не указано,0,0,Smart Devices
Не указано,Не указано,5,Не указано,Не указано,Не указано,"телефон кайф, камера шикарная, покупала для работы фотографом ))",0,0,Techno Storm
Месяц назад,Нижний Тагил,5,Не указано,Не указано,Не указано,"Ой,мне все нравится,счастье полное штаны😅",0,0,"""Подарки со смыслом"""
Месяц назад,Казань,5,Не указано,Не указано,Не указано,"Доставлен в целости, хорошо упакован.",0,0,Prosto-Technika
Месяц назад,Москва,5,Не указано,"Нормальный айфон, все хорошо",Нет,"Телефон не левый, работает без нареканий, рекомендую продавца",0,0,S.Store
Месяц назад,Архангельск,5,Не указано,Отличный товар,Нет,Всё хорошо,0,0,S.Store
Месяц назад,Реутов,5,Не указано,"Телефон оригинальный, новый. Гораздо дешевле, чем в розничных магазинах.",Не указано,Не указано,0,0,MOBILE-ROOMS
2 месяца назад,Вольск,5,Не указано,"Красавец,быстрый не тупит.","Их нету,все идеально","Советую продавца,все хорошо упаковано.Айфон новый без сомнения.Сомневалась,так как дешевле,но рискнула.Оригинал 100%.Довольна как слон😄",0,0,ManyPhone
3 недели назад,Ростов-на-Дону,5,Не указано,Айфон 14 оригинал,Не указано,Не указано,0,0,iBox.Store
4 месяца назад,Ефремов,5,менее месяца,"отлично работает, оригинал","очень долгая доставка ( заказали 14 доставили 30), много раз задержали, в крайний срок доставки даже не обозначили о новом сроке, курьер позвонил за 5 минут до доставки, а не за час, что тоже не очень приятно, но главное это качество товара, а товар действительно прекрасный",Не указано,0,0,Digital Planet
2 месяца назад,Ярославль,5,менее месяца,"Отличный телефон, оригинал, проверили серийник сразу в ПВЗ. Смысл что-то говорить, одним словом - Айфон🔥

Цвет просто невероятно красивый, васильковый",Их нет,Не указано,0,0,Apple Mall
2 месяца назад,Ханты-Мансийск,5,несколько месяцев,"Оригинальный айфон с быстрой доставкой! Пришел намного раньше, чем было указано. Упакован хорошо. Сам телефон на 1000/10",Пока не обнаружила,Не указано,0,0,ТехникаДома
Месяц назад,Томск,5,Не указано,Не указано,Нету,Нормальный айфон,0,0,Prosto-Technika
Месяц назад,Атепцево,5,Не указано,"все окей работает как надо, доставка быстрая.",Не указано,Не указано,0,0,Apple Mall
2 месяца назад,Сысерть,5,менее месяца,Айфон и в Африке Айфон,Нет,"Сильно переживал т.к заказываю такие вещи впервые. Телефон пришел в норме запечатанный не вскрытый спасибо продавцу, работает отлично.",0,0,eVd-Tehnic
Месяц назад,Краснодар,5,Не указано,"Телефон пришел хорошо упакован , целый , оригинал 👍🏻👍🏻",Не указано,Не указано,0,0,Супер Связь
3 недели назад,Волжск,5,Не указано,Классный,Нет,Не указано,0,0,TechWave
Месяц назад,Казань,5,менее месяца,Цена,Нет,"Отлично работает, оригинал. Нареканий вообще нет",0,0,S.Store
Месяц назад,Москва,5,Не указано,Не указано,Не указано,Ну айфон есть айфон какие могут быть еще вопросы,0,0,iPhonika MSK
Месяц назад,Домодедово,5,Не указано,"Все отлично, новый телефон, все исправно работает!",Не указано,"Спасибо большое, отличный телефон!",0,0,БОЛТУН
Месяц назад,Воронеж,5,Не указано,Оригинальная продукция эпл,За два месяца состояние акамулятора 99,Не указано,0,0,ASTEROID T
2 месяца назад,Березово,5,несколько месяцев,Быстрая доставка хорошо упакован,Не обнаружила,Разобралась довольно быстро с андройда долго переносил информацию работает шустро.,0,0,PRO-Store
Месяц назад,Москва,5,Не указано,все как новое,"не положили обещанный подарок(стекло,зарядный блок,чехол)",Не указано,3,3,Мегафон. Уцененные товары
2 месяца назад,Фрязино,5,менее месяца,Бесспорно это лучший смартфон.,"Их просто нет, от слова совсем.","Отличный смартфон за хороший ценник. Быстрая доставка, все пломбы целые, оригинал!",0,0,Rumix Retail Group
3 месяца назад,Самара,5,менее месяца,"Хороший телефон, оригинал. Пользуюсь почти месяц, все устраивает",Нету,"Долго думала, сомневалась вообще брать в интернете. В итоге решилась и не пожалела. Сделала себе подарок на др. Рекомендую продавца))",0,0,КЛИМАТИКС
Месяц назад,Санкт-Петербург,5,Не указано,"Очень хороший,камера просто огонь)",Не указано,Не указано,0,0,Digital Planet
3 месяца назад,Санкт-Петербург,5,менее месяца,"Все работаете без нареканий , очень довольна, последний айфон был в 2015 году 😂 этот просто сказка особенно после старого андройда, все летает , спасибо, надеюсь дальше , все так же останется на высоте",Не указано,Не указано,0,0,Apple Mall
4 месяца назад,Балаково,5,Не указано,"Оригинальный (неактивированный) смартфон Apple, в стандартной комплектации (коробка, смартфон, кабель, ключ, вкладыши, наклейка). Поступил в заводской, запечатанной коробке, с не поврежденными пломбами, без целлофановой упаковки. Дополнительно коробка упакована в «пузырчатый» материал и уложена в транспортную картонную коробку.",Не указано,Не указано,0,0,ASTEROID T
Месяц назад,Елабуга,5,Не указано,Не указано,Не указано,"Супер,дочка довольна.Все работает прекрасно.",0,0,Digital Planet
3 недели назад,Екатеринбург,5,Не указано,Хороший телефон,Не указано,Не указано,0,0,СП-Компьютер
3 месяца назад,Выборг,5,менее месяца,"Приехал )
Ну айфон и айфон особо тут нечего сказать
2 сим","Был упакован в один слой целлофана
Даже пупырку не положили
На коробке есть след от удара, но сам телефон вроде как полностью цел",Можно брать,0,0,Digital Planet
Месяц назад,Москва,5,Не указано,Долго держит зарядку. Камера супер.,Нету.,Можно брать!,48,41,NAVITOYS
Месяц назад,Сириус,5,Не указано,Все работает,Не нашла,Не указано,0,0,Gadget Store 123
Месяц назад,Новоселье,5,менее месяца,Iphone и этим всё сказано,Цена,Кому нужен просто качественный смартфон без глюков и заморочек это он,0,0,ID Store
2 месяца назад,Псков,5,менее месяца,Привезли на 3 дня быстрее,"Упаковка была потрепана, но коробка не пострадала","Все отлично, в хорошем состоянии дешевле чем в магазине",0,0,5G Store
Месяц назад,Старый Оскол,5,менее месяца,"Товар пришел идеальный. Все заводское. Не вскрыто. Ничего
Супер
Спасибо большое",Их просто нет,Не указано,0,0,Digital Planet
Месяц назад,Сочи,5,Не указано,супер,нет,рекомендую,0,0,Smart Magic
Месяц назад,Ростов-на-Дону,5,Не указано,Оригинальный айфон,Доставка отвратительная !,Не указано,0,0,5G Store
3 месяца назад,Гатчина,5,менее месяца,"шустрый, красивый, одним словом Айфон😁",нет,"все пришло в отличном состоянии, упаковка телефона была хорошая, ничего не повредилось. телефон не активирован был, все настроили и работает как часы👍 приехала версия для Индии, отличия между ростестом и этим не увидела.",0,0,S.Store
4 месяца назад,Красногорск,5,менее месяца,"Телефон оригинал, проверяла на сайте эпл, новый, не восстановленный (из Индии), был упакован в пупырку качественно. Коробка была не распакована, бирки на месте (без пленки, в пленку уже не упаковывает эпл).","Небольшая царапина на коробке (мелочь), все остальное ОК","Рада, что купила по такой вкусной цене, рекомендую продавца (кажется, ManyPhone)",0,0,ManyPhone
Месяц назад,Рязань,5,Не указано,"Хороший экран, мощная камера.","аккумулятор, но было достаточно",Не указано,0,0,TechFast
2 месяца назад,Чебоксары,5,несколько месяцев,Не указано,Не указано,"Это Айфон, что тут сказать. Купил жене, а мне перешел 11. Привык к айфону быстро, про андроид не вспоминаю.",0,0,DEVICE102
Месяц назад,Нягань,5,менее месяца,Очень быстрая доставка. Привезли на следующий день.,Нет,В подарок дали чехол и защитное стекло,0,0,LeaderStore
2 месяца назад,Балашиха,5,несколько месяцев,"Брала телефон в подарок, очень красивый цвет, прекрасный дизайн. У настоящего владельца по эксплуатации вопросов нет, гаджет шустренький)",Не указано,Не указано,0,0,MOBILE-ROOMS
3 месяца назад,Дмитров,5,менее месяца,"Хороший , достойный , оригинальный, не активированный",Нет,"На свой страх и риск заказали у данного продавца , отзывов было совсем немного. Но телефон пришел оригинальный , при пробитии через официальный сайт вся информация верная . Телефон достойный , покупкой довольна.",1,0,Digital Planet
3 недели назад,Москва,5,Не указано,👍,Не указано,Не указано,0,0,1Store.
3 месяца назад,Колпино,5,менее месяца,"Шикарный телефон, абсолютно новый. Ни чем не отличается от ростеста, работает шикарно. Не было трудностей в настройке и перебросе данных. Покупкой довольна на 100%",Нет,Пользователи apple оценят,0,0,Просто Магазин
2 месяца назад,Мичуринск,5,менее месяца,"Всё супер, нареканий никаких нет. Обычный iphone, единственное вместо wi-fi здесь wlan, но это никак не мешает работе телефона.",полностью отсутствуют.,Не указано,0,0,Digital Planet
Месяц назад,Васильево,5,Не указано,отличный телефон,Не указано,Не указано,0,0,el-tion
Не указано,Не указано,5,Не указано,Не указано,Не указано,"Классно держит батарею, отличный дисплей и цветопередача. Очень довольна покупкой. На модель меньше соглашаться смысла нет. Очень рекомендую данную модель",0,0,1Store.
Месяц назад,Екатеринбург,5,Не указано,Норм. Вроде оригинал,Нет,Не указано,0,0,New Media
Не указано,Не указано,5,Не указано,Не указано,Не указано,Брал ребенку на смену iphone 11. Те кто в любит технику apple тот и берет несмотря на все минусы и цену,0,0,Неизвестно
2 месяца назад,Москва,5,Не указано,"Оперативно доставили в магазин, забрал в тот же день",Нет,"еSIM работает отлично, слот под сим карту оставил для выезда за границу",0,0,MOBILE-ROOMS
Месяц назад,Санкт-Петербург,5,Не указано,На момент покупки-цена-лучшая на рынке(65к.) Коробка пришла целая(с пломбами).,Не обнаружил,👍👍👍,0,0,iSales
Месяц назад,Ростов-на-Дону,5,Не указано,достойный своей ценв,Не указано,Не указано,0,0,EL-ViD
Месяц назад,Новосибирск,5,Не указано,"Быстро доставили,оригинал",Не указано,Не указано,0,0,restore
Месяц назад,Славянск-на-Кубани,5,Не указано,"всё соответствует заявленному, быстрая доставка, новый красивый, продавцы спасибо",Не указано,Не указано,0,0,Dicentre
